Codepoint,Form,Name
"11C98","◌𑲘","MARCHEN SUBJOINED LETTER JA"
"11C99","◌𑲙","MARCHEN SUBJOINED LETTER NYA"
"11C9A","◌𑲚","MARCHEN SUBJOINED LETTER TA"
"11C9B","◌𑲛","MARCHEN SUBJOINED LETTER THA"
"11C9C","◌𑲜","MARCHEN SUBJOINED LETTER DA"
"11C9D","◌𑲝","MARCHEN SUBJOINED LETTER NA"
"11C9E","◌𑲞","MARCHEN SUBJOINED LETTER PA"
"11C9F","◌𑲟","MARCHEN SUBJOINED LETTER PHA"
"11CA0","◌𑲠","MARCHEN SUBJOINED LETTER BA"
"11CA1","◌𑲡","MARCHEN SUBJOINED LETTER MA"
"11CA2","◌𑲢","MARCHEN SUBJOINED LETTER TSA"
"11CA3","◌𑲣","MARCHEN SUBJOINED LETTER TSHA"
"11CA4","◌𑲤","MARCHEN SUBJOINED LETTER DZA"
"11CA5","◌𑲥","MARCHEN SUBJOINED LETTER WA"
"11CA6","◌𑲦","MARCHEN SUBJOINED LETTER ZHA"
"11CA7","◌𑲧","MARCHEN SUBJOINED LETTER ZA"
"11CA9","◌𑲩","MARCHEN SUBJOINED LETTER YA"
"11CAA","◌𑲪","MARCHEN SUBJOINED LETTER RA"
"11CAB","◌𑲫","MARCHEN SUBJOINED LETTER LA"
"11CAC","◌𑲬","MARCHEN SUBJOINED LETTER SHA"
"11CAD","◌𑲭","MARCHEN SUBJOINED LETTER SA"
"11CAE","◌𑲮","MARCHEN SUBJOINED LETTER HA"
"11CAF","◌𑲯","MARCHEN SUBJOINED LETTER A"
"11CB0","◌𑲰","MARCHEN VOWEL SIGN AA"
"11CB1","◌𑲱","MARCHEN VOWEL SIGN I"
"11CB2","◌𑲲","MARCHEN VOWEL SIGN U"
"11CB3","◌𑲳","MARCHEN VOWEL SIGN E"
"11CB4","◌𑲴","MARCHEN VOWEL SIGN O"
"11CB5","◌𑲵","MARCHEN SIGN ANUSVARA"
"11CB6","◌𑲶","MARCHEN SIGN CANDRABINDU"
"11D31","◌𑴱","MASARAM GONDI VOWEL SIGN AA"
"11D32","◌𑴲","MASARAM GONDI VOWEL SIGN I"
"11D33","◌𑴳","MASARAM GONDI VOWEL SIGN II"
"11D34","◌𑴴","MASARAM GONDI VOWEL SIGN U"
"11D35","◌𑴵","MASARAM GONDI VOWEL SIGN UU"
"11D36","◌𑴶","MASARAM GONDI VOWEL SIGN VOCALIC R"
"11D3A","◌𑴺","MASARAM GONDI VOWEL SIGN E"
"11D3C","◌𑴼","MASARAM GONDI VOWEL SIGN AI"
"11D3D","◌𑴽","MASARAM GONDI VOWEL SIGN O"
"11D3F","◌𑴿","MASARAM GONDI VOWEL SIGN AU"
"11D40","◌𑵀","MASARAM GONDI SIGN ANUSVARA"
"11D41","◌𑵁","MASARAM GONDI SIGN VISARGA"
"11D42","◌𑵂","MASARAM GONDI SIGN NUKTA"
"11D43","◌𑵃","MASARAM GONDI SIGN CANDRA"
"11D44","◌𑵄","MASARAM GONDI SIGN HALANTA"
"11D45","◌𑵅","MASARAM GONDI VIRAMA"
"11D47","◌𑵇","MASARAM GONDI RA-KARA"
"11D8A","◌𑶊","GUNJALA GONDI VOWEL SIGN AA"
"11D8B","◌𑶋","GUNJALA GONDI VOWEL SIGN I"
"11D8C","◌𑶌","GUNJALA GONDI VOWEL SIGN II"
"11D8D","◌𑶍","GUNJALA GONDI VOWEL SIGN U"
"11D8E","◌𑶎","GUNJALA GONDI VOWEL SIGN UU"
"11D90","◌𑶐","GUNJALA GONDI VOWEL SIGN EE"
"11D91","◌𑶑","GUNJALA GONDI VOWEL SIGN AI"
"11D93","◌𑶓","GUNJALA GONDI VOWEL SIGN OO"
"11D94","◌𑶔","GUNJALA GONDI VOWEL SIGN AU"
"11D95","◌𑶕","GUNJALA GONDI SIGN ANUSVARA"
"11D96","◌𑶖","GUNJALA GONDI SIGN VISARGA"
"11D97","◌𑶗","GUNJALA GONDI VIRAMA"
"11EF3","◌𑻳","MAKASAR VOWEL SIGN I"
"11EF4","◌𑻴","MAKASAR VOWEL SIGN U"
"11EF5","◌𑻵","MAKASAR VOWEL SIGN E"
"11EF6","◌𑻶","MAKASAR VOWEL SIGN O"
"11F00","◌𑼀","KAWI SIGN CANDRABINDU"
"11F01","◌𑼁","KAWI SIGN ANUSVARA"
"11F03","◌𑼃","KAWI SIGN VISARGA"
"11F34","◌𑼴","KAWI VOWEL SIGN AA"
"11F35","◌𑼵","KAWI VOWEL SIGN ALTERNATE AA"
"11F36","◌𑼶","KAWI VOWEL SIGN I"
"11F37","◌𑼷","KAWI VOWEL SIGN II"
"11F38","◌𑼸","KAWI VOWEL SIGN U"
"11F39","◌𑼹","KAWI VOWEL SIGN UU"
"11F3A","◌𑼺","KAWI VOWEL SIGN VOCALIC R"
"11F3E","◌𑼾","KAWI VOWEL SIGN E"
"11F3F","◌𑼿","KAWI VOWEL SIGN AI"
"11F40","◌𑽀","KAWI VOWEL SIGN EU"
"11F41","◌𑽁","KAWI SIGN KILLER"
"11F42","◌𑽂","KAWI CONJOINER"
"13440","◌𓑀","EGYPTIAN HIEROGLYPH MIRROR HORIZONTALLY"
"13447","◌𓑇","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP START"
"13448","◌𓑈","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM START"
"13449","◌𓑉","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT START"
"1344A","◌𓑊","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP END"
"1344B","◌𓑋","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP"
"1344C","◌𓑌","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM START AND TOP END"
"1344D","◌𓑍","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT START AND TOP"
"1344E","◌𓑎","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM END"
"1344F","◌𓑏","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP START AND BOTTOM END"
"13450","◌𓑐","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM"
"13451","◌𓑑","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT START AND BOTTOM"
"13452","◌𓑒","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT END"
"13453","◌𓑓","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP AND END"
"13454","◌𓑔","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM AND END"
"13455","◌𓑕","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED"
"16AF0","◌𖫰","BASSA VAH COMBINING HIGH TONE"
"16AF1","◌𖫱","BASSA VAH COMBINING LOW TONE"
"16AF2","◌𖫲","BASSA VAH COMBINING MID TONE"
"16AF3","◌𖫳","BASSA VAH COMBINING LOW-MID TONE"
"16AF4","◌𖫴","BASSA VAH COMBINING HIGH-LOW TONE"
"16B30","◌𖬰","PAHAWH HMONG MARK CIM TUB"
"16B31","◌𖬱","PAHAWH HMONG MARK CIM SO"
"16B32","◌𖬲","PAHAWH HMONG MARK CIM KES"
"16B33","◌𖬳","PAHAWH HMONG MARK CIM KHAV"
"16B34","◌𖬴","PAHAWH HMONG MARK CIM SUAM"
"16B35","◌𖬵","PAHAWH HMONG MARK CIM HOM"
"16B36","◌𖬶","PAHAWH HMONG MARK CIM TAUM"
"16F4F","◌𖽏","MIAO SIGN CONSONANT MODIFIER BAR"
"16F51","◌𖽑","MIAO SIGN ASPIRATION"
"16F52","◌𖽒","MIAO SIGN REFORMED VOICING"
"16F53","◌𖽓","MIAO SIGN REFORMED ASPIRATION"
"16F54","◌𖽔","MIAO VOWEL SIGN A"
"16F55","◌𖽕","MIAO VOWEL SIGN AA"
"16F56","◌𖽖","MIAO VOWEL SIGN AHH"
"16F57","◌𖽗","MIAO VOWEL SIGN AN"
"16F58","◌𖽘","MIAO VOWEL SIGN ANG"
"16F59","◌𖽙","MIAO VOWEL SIGN O"
"16F5A","◌𖽚","MIAO VOWEL SIGN OO"
"16F5B","◌𖽛","MIAO VOWEL SIGN WO"
"16F5C","◌𖽜","MIAO VOWEL SIGN W"
"16F5D","◌𖽝","MIAO VOWEL SIGN E"
"16F5E","◌𖽞","MIAO VOWEL SIGN EN"
"16F5F","◌𖽟","MIAO VOWEL SIGN ENG"
"16F60","◌𖽠","MIAO VOWEL SIGN OEY"
"16F61","◌𖽡","MIAO VOWEL SIGN I"
"16F62","◌𖽢","MIAO VOWEL SIGN IA"
"16F63","◌𖽣","MIAO VOWEL SIGN IAN"
"16F64","◌𖽤","MIAO VOWEL SIGN IANG"
"16F65","◌𖽥","MIAO VOWEL SIGN IO"
"16F66","◌𖽦","MIAO VOWEL SIGN IE"
"16F67","◌𖽧","MIAO VOWEL SIGN II"
"16F68","◌𖽨","MIAO VOWEL SIGN IU"
"16F69","◌𖽩","MIAO VOWEL SIGN ING"
"16F6A","◌𖽪","MIAO VOWEL SIGN U"
"16F6B","◌𖽫","MIAO VOWEL SIGN UA"
"16F6C","◌𖽬","MIAO VOWEL SIGN UAN"
"16F6D","◌𖽭","MIAO VOWEL SIGN UANG"
"16F6E","◌𖽮","MIAO VOWEL SIGN UU"
"16F6F","◌𖽯","MIAO VOWEL SIGN UEI"
"16F70","◌𖽰","MIAO VOWEL SIGN UNG"
"16F71","◌𖽱","MIAO VOWEL SIGN Y"
"16F72","◌𖽲","MIAO VOWEL SIGN YI"
"16F73","◌𖽳","MIAO VOWEL SIGN AE"
"16F74","◌𖽴","MIAO VOWEL SIGN AEE"
"16F75","◌𖽵","MIAO VOWEL SIGN ERR"
"16F76","◌𖽶","MIAO VOWEL SIGN ROUNDED ERR"
"16F77","◌𖽷","MIAO VOWEL SIGN ER"
"16F78","◌𖽸","MIAO VOWEL SIGN ROUNDED ER"
"16F79","◌𖽹","MIAO VOWEL SIGN AI"
"16F7A","◌𖽺","MIAO VOWEL SIGN EI"
"16F7B","◌𖽻","MIAO VOWEL SIGN AU"
"16F7C","◌𖽼","MIAO VOWEL SIGN OU"
"16F7D","◌𖽽","MIAO VOWEL SIGN N"
"16F7E","◌𖽾","MIAO VOWEL SIGN NG"
"16F7F","◌𖽿","MIAO VOWEL SIGN UOG"
"16F80","◌𖾀","MIAO VOWEL SIGN YUI"
"16F81","◌𖾁","MIAO VOWEL SIGN OG"
"16F82","◌𖾂","MIAO VOWEL SIGN OER"
"16F83","◌𖾃","MIAO VOWEL SIGN VW"
"16F84","◌𖾄","MIAO VOWEL SIGN IG"
"16F85","◌𖾅","MIAO VOWEL SIGN EA"
"16F86","◌𖾆","MIAO VOWEL SIGN IONG"
"16F87","◌𖾇","MIAO VOWEL SIGN UI"
"16F8F","◌𖾏","MIAO TONE RIGHT"
"16F90","◌𖾐","MIAO TONE TOP RIGHT"
"16F91","◌𖾑","MIAO TONE ABOVE"
"16F92","◌𖾒","MIAO TONE BELOW"
"16FE4","◌𖿤","KHITAN SMALL SCRIPT FILLER"
"16FF0","◌𖿰","VIETNAMESE ALTERNATE READING MARK CA"
"16FF1","◌𖿱","VIETNAMESE ALTERNATE READING MARK NHAY"
"1BC9D","◌𛲝","DUPLOYAN THICK LETTER SELECTOR"
"1BC9E","◌𛲞","DUPLOYAN DOUBLE MARK"
"1CF00","◌𜼀","ZNAMENNY COMBINING MARK GORAZDO NIZKO S KRYZHEM ON LEFT"
"1CF01","◌𜼁","ZNAMENNY COMBINING MARK NIZKO S KRYZHEM ON LEFT"
"1CF02","◌𜼂","ZNAMENNY COMBINING MARK TSATA ON LEFT"
"1CF03","◌𜼃","ZNAMENNY COMBINING MARK GORAZDO NIZKO ON LEFT"
"1CF04","◌𜼄","ZNAMENNY COMBINING MARK NIZKO ON LEFT"
"1CF05","◌𜼅","ZNAMENNY COMBINING MARK SREDNE ON LEFT"
"1CF06","◌𜼆","ZNAMENNY COMBINING MARK MALO POVYSHE ON LEFT"
"1CF07","◌𜼇","ZNAMENNY COMBINING MARK POVYSHE ON LEFT"
"1CF08","◌𜼈","ZNAMENNY COMBINING MARK VYSOKO ON LEFT"
"1CF09","◌𜼉","ZNAMENNY COMBINING MARK MALO POVYSHE S KHOKHLOM ON LEFT"
"1CF0A","◌𜼊","ZNAMENNY COMBINING MARK POVYSHE S KHOKHLOM ON LEFT"
"1CF0B","◌𜼋","ZNAMENNY COMBINING MARK VYSOKO S KHOKHLOM ON LEFT"
"1CF0C","◌𜼌","ZNAMENNY COMBINING MARK GORAZDO NIZKO S KRYZHEM ON RIGHT"
"1CF0D","◌𜼍","ZNAMENNY COMBINING MARK NIZKO S KRYZHEM ON RIGHT"
"1CF0E","◌𜼎","ZNAMENNY COMBINING MARK TSATA ON RIGHT"
"1CF0F","◌𜼏","ZNAMENNY COMBINING MARK GORAZDO NIZKO ON RIGHT"
"1CF10","◌𜼐","ZNAMENNY COMBINING MARK NIZKO ON RIGHT"
"1CF11","◌𜼑","ZNAMENNY COMBINING MARK SREDNE ON RIGHT"
"1CF12","◌𜼒","ZNAMENNY COMBINING MARK MALO POVYSHE ON RIGHT"
"1CF13","◌𜼓","ZNAMENNY COMBINING MARK POVYSHE ON RIGHT"
"1CF14","◌𜼔","ZNAMENNY COMBINING MARK VYSOKO ON RIGHT"
"1CF15","◌𜼕","ZNAMENNY COMBINING MARK MALO POVYSHE S KHOKHLOM ON RIGHT"
"1CF16","◌𜼖","ZNAMENNY COMBINING MARK POVYSHE S KHOKHLOM ON RIGHT"
"1CF17","◌𜼗","ZNAMENNY COMBINING MARK VYSOKO S KHOKHLOM ON RIGHT"
"1CF18","◌𜼘","ZNAMENNY COMBINING MARK TSATA S KRYZHEM"
"1CF19","◌𜼙","ZNAMENNY COMBINING MARK MALO POVYSHE S KRYZHEM"
"1CF1A","◌𜼚","ZNAMENNY COMBINING MARK STRANNO MALO POVYSHE"
"1CF1B","◌𜼛","ZNAMENNY COMBINING MARK POVYSHE S KRYZHEM"
"1CF1C","◌𜼜","ZNAMENNY COMBINING MARK POVYSHE STRANNO"
"1CF1D","◌𜼝","ZNAMENNY COMBINING MARK VYSOKO S KRYZHEM"
"1CF1E","◌𜼞","ZNAMENNY COMBINING MARK MALO POVYSHE STRANNO"
"1CF1F","◌𜼟","ZNAMENNY COMBINING MARK GORAZDO VYSOKO"
"1CF20","◌𜼠","ZNAMENNY COMBINING MARK ZELO"
"1CF21","◌𜼡","ZNAMENNY COMBINING MARK ON"
"1CF22","◌𜼢","ZNAMENNY COMBINING MARK RAVNO"
"1CF23","◌𜼣","ZNAMENNY COMBINING MARK TIKHAYA"
"1CF24","◌𜼤","ZNAMENNY COMBINING MARK BORZAYA"
"1CF25","◌𜼥","ZNAMENNY COMBINING MARK UDARKA"
"1CF26","◌𜼦","ZNAMENNY COMBINING MARK PODVERTKA"
"1CF27","◌𜼧","ZNAMENNY COMBINING MARK LOMKA"
"1CF28","◌𜼨","ZNAMENNY COMBINING MARK KUPNAYA"
"1CF29","◌𜼩","ZNAMENNY COMBINING MARK KACHKA"
"1CF2A","◌𜼪","ZNAMENNY COMBINING MARK ZEVOK"
"1CF2B","◌𜼫","ZNAMENNY COMBINING MARK SKOBA"
"1CF2C","◌𜼬","ZNAMENNY COMBINING MARK RAZSEKA"
"1CF2D","◌𜼭","ZNAMENNY COMBINING MARK KRYZH ON LEFT"
"1CF30","◌𜼰","ZNAMENNY COMBINING TONAL RANGE MARK MRACHNO"
"1CF31","◌𜼱","ZNAMENNY COMBINING TONAL RANGE MARK SVETLO"
"1CF32","◌𜼲","ZNAMENNY COMBINING TONAL RANGE MARK TRESVETLO"
"1CF33","◌𜼳","ZNAMENNY COMBINING MARK ZADERZHKA"
"1CF34","◌𜼴","ZNAMENNY COMBINING MARK DEMESTVENNY ZADERZHKA"
"1CF35","◌𜼵","ZNAMENNY COMBINING MARK OTSECHKA"
"1CF36","◌𜼶","ZNAMENNY COMBINING MARK PODCHASHIE"
"1CF37","◌𜼷","ZNAMENNY COMBINING MARK PODCHASHIE WITH VERTICAL STROKE"
"1CF38","◌𜼸","ZNAMENNY COMBINING MARK CHASHKA"
"1CF39","◌𜼹","ZNAMENNY COMBINING MARK CHASHKA POLNAYA"
"1CF3A","◌𜼺","ZNAMENNY COMBINING MARK OBLACHKO"
"1CF3B","◌𜼻","ZNAMENNY COMBINING MARK SOROCHYA NOZHKA"
"1CF3C","◌𜼼","ZNAMENNY COMBINING MARK TOCHKA"
"1CF3D","◌𜼽","ZNAMENNY COMBINING MARK DVOETOCHIE"
"1CF3E","◌𜼾","ZNAMENNY COMBINING ATTACHING VERTICAL OMET"
"1CF3F","◌𜼿","ZNAMENNY COMBINING MARK CURVED OMET"
"1CF40","◌𜽀","ZNAMENNY COMBINING MARK KRYZH"
"1CF41","◌𜽁","ZNAMENNY COMBINING LOWER TONAL RANGE INDICATOR"
"1CF42","◌𜽂","ZNAMENNY PRIZNAK MODIFIER LEVEL-2"
"1CF43","◌𜽃","ZNAMENNY PRIZNAK MODIFIER LEVEL-3"
"1CF44","◌𜽄","ZNAMENNY PRIZNAK MODIFIER DIRECTION FLIP"
"1CF45","◌𜽅","ZNAMENNY PRIZNAK MODIFIER KRYZH"
"1CF46","◌𜽆","ZNAMENNY PRIZNAK MODIFIER ROG"
"1D165","◌𝅥","MUSICAL SYMBOL COMBINING STEM"
"1D166","◌𝅦","MUSICAL SYMBOL COMBINING SPRECHGESANG STEM"
"1D167","◌𝅧","MUSICAL SYMBOL COMBINING TREMOLO-1"
"1D168","◌𝅨","MUSICAL SYMBOL COMBINING TREMOLO-2"
"1D169","◌𝅩","MUSICAL SYMBOL COMBINING TREMOLO-3"
"1D16D","◌𝅭","MUSICAL SYMBOL COMBINING AUGMENTATION DOT"
"1D16E","◌𝅮","MUSICAL SYMBOL COMBINING FLAG-1"
"1D16F","◌𝅯","MUSICAL SYMBOL COMBINING FLAG-2"
"1D170","◌𝅰","MUSICAL SYMBOL COMBINING FLAG-3"
"1D171","◌𝅱","MUSICAL SYMBOL COMBINING FLAG-4"
"1D172","◌𝅲","MUSICAL SYMBOL COMBINING FLAG-5"
"1D17B","◌𝅻","MUSICAL SYMBOL COMBINING ACCENT"
"1D17C","◌𝅼","MUSICAL SYMBOL COMBINING STACCATO"
"1D17D","◌𝅽","MUSICAL SYMBOL COMBINING TENUTO"
"1D17E","◌𝅾","MUSICAL SYMBOL COMBINING STACCATISSIMO"
"1D17F","◌𝅿","MUSICAL SYMBOL COMBINING MARCATO"
"1D180","◌𝆀","MUSICAL SYMBOL COMBINING MARCATO-STACCATO"
"1D181","◌𝆁","MUSICAL SYMBOL COMBINING ACCENT-STACCATO"
"1D182","◌𝆂","MUSICAL SYMBOL COMBINING LOURE"
"1D185","◌𝆅","MUSICAL SYMBOL COMBINING DOIT"
"1D186","◌𝆆","MUSICAL SYMBOL COMBINING RIP"
"1D187","◌𝆇","MUSICAL SYMBOL COMBINING FLIP"
"1D188","◌𝆈","MUSICAL SYMBOL COMBINING SMEAR"
"1D189","◌𝆉","MUSICAL SYMBOL COMBINING BEND"
"1D18A","◌𝆊","MUSICAL SYMBOL COMBINING DOUBLE TONGUE"
"1D18B","◌𝆋","MUSICAL SYMBOL COMBINING TRIPLE TONGUE"
"1D1AA","◌𝆪","MUSICAL SYMBOL COMBINING DOWN BOW"
"1D1AB","◌𝆫","MUSICAL SYMBOL COMBINING UP BOW"
"1D1AC","◌𝆬","MUSICAL SYMBOL COMBINING HARMONIC"
"1D1AD","◌𝆭","MUSICAL SYMBOL COMBINING SNAP PIZZICATO"
"1D242","◌𝉂","COMBINING GREEK MUSICAL TRISEME"
"1D243","◌𝉃","COMBINING GREEK MUSICAL TETRASEME"
"1D244","◌𝉄","COMBINING GREEK MUSICAL PENTASEME"
"1DA00","◌𝨀","SIGNWRITING HEAD RIM"
"1DA01","◌𝨁","SIGNWRITING HEAD MOVEMENT-WALLPLANE STRAIGHT"
"1DA02","◌𝨂","SIGNWRITING HEAD MOVEMENT-WALLPLANE TILT"
"1DA03","◌𝨃","SIGNWRITING HEAD MOVEMENT-FLOORPLANE STRAIGHT"
"1DA04","◌𝨄","SIGNWRITING HEAD MOVEMENT-WALLPLANE CURVE"
"1DA05","◌𝨅","SIGNWRITING HEAD MOVEMENT-FLOORPLANE CURVE"
"1DA06","◌𝨆","SIGNWRITING HEAD MOVEMENT CIRCLE"
"1DA07","◌𝨇","SIGNWRITING FACE DIRECTION POSITION NOSE FORWARD TILTING"
"1DA08","◌𝨈","SIGNWRITING FACE DIRECTION POSITION NOSE UP OR DOWN"
"1DA09","◌𝨉","SIGNWRITING FACE DIRECTION POSITION NOSE UP OR DOWN TILTING"
"1DA0A","◌𝨊","SIGNWRITING EYEBROWS STRAIGHT UP"
"1DA0B","◌𝨋","SIGNWRITING EYEBROWS STRAIGHT NEUTRAL"
"1DA0C","◌𝨌","SIGNWRITING EYEBROWS STRAIGHT DOWN"
"1DA0D","◌𝨍","SIGNWRITING DREAMY EYEBROWS NEUTRAL DOWN"
"1DA0E","◌𝨎","SIGNWRITING DREAMY EYEBROWS DOWN NEUTRAL"
"1DA0F","◌𝨏","SIGNWRITING DREAMY EYEBROWS UP NEUTRAL"
"1DA10","◌𝨐","SIGNWRITING DREAMY EYEBROWS NEUTRAL UP"
"1DA11","◌𝨑","SIGNWRITING FOREHEAD NEUTRAL"
"1DA12","◌𝨒","SIGNWRITING FOREHEAD CONTACT"
"1DA13","◌𝨓","SIGNWRITING FOREHEAD WRINKLED"
"1DA14","◌𝨔","SIGNWRITING EYES OPEN"
"1DA15","◌𝨕","SIGNWRITING EYES SQUEEZED"
"1DA16","◌𝨖","SIGNWRITING EYES CLOSED"
"1DA17","◌𝨗","SIGNWRITING EYE BLINK SINGLE"
"1DA18","◌𝨘","SIGNWRITING EYE BLINK MULTIPLE"
"1DA19","◌𝨙","SIGNWRITING EYES HALF OPEN"
"1DA1A","◌𝨚","SIGNWRITING EYES WIDE OPEN"
"1DA1B","◌𝨛","SIGNWRITING EYES HALF CLOSED"
"1DA1C","◌𝨜","SIGNWRITING EYES WIDENING MOVEMENT"
"1DA1D","◌𝨝","SIGNWRITING EYE WINK"
"1DA1E","◌𝨞","SIGNWRITING EYELASHES UP"
"1DA1F","◌𝨟","SIGNWRITING EYELASHES DOWN"
"1DA20","◌𝨠","SIGNWRITING EYELASHES FLUTTERING"
"1DA21","◌𝨡","SIGNWRITING EYEGAZE-WALLPLANE STRAIGHT"
"1DA22","◌𝨢","SIGNWRITING EYEGAZE-WALLPLANE STRAIGHT DOUBLE"
"1DA23","◌𝨣","SIGNWRITING EYEGAZE-WALLPLANE STRAIGHT ALTERNATING"
"1DA24","◌𝨤","SIGNWRITING EYEGAZE-FLOORPLANE STRAIGHT"
"1DA25","◌𝨥","SIGNWRITING EYEGAZE-FLOORPLANE STRAIGHT DOUBLE"
"1DA26","◌𝨦","SIGNWRITING EYEGAZE-FLOORPLANE STRAIGHT ALTERNATING"
"1DA27","◌𝨧","SIGNWRITING EYEGAZE-WALLPLANE CURVED"
"1DA28","◌𝨨","SIGNWRITING EYEGAZE-FLOORPLANE CURVED"
"1DA29","◌𝨩","SIGNWRITING EYEGAZE-WALLPLANE CIRCLING"
"1DA2A","◌𝨪","SIGNWRITING CHEEKS PUFFED"
"1DA2B","◌𝨫","SIGNWRITING CHEEKS NEUTRAL"
"1DA2C","◌𝨬","SIGNWRITING CHEEKS SUCKED"
"1DA2D","◌𝨭","SIGNWRITING TENSE CHEEKS HIGH"
"1DA2E","◌𝨮","SIGNWRITING TENSE CHEEKS MIDDLE"
"1DA2F","◌𝨯","SIGNWRITING TENSE CHEEKS LOW"
"1DA30","◌𝨰","SIGNWRITING EARS"
"1DA31","◌𝨱","SIGNWRITING NOSE NEUTRAL"
"1DA32","◌𝨲","SIGNWRITING NOSE CONTACT"
"1DA33","◌𝨳","SIGNWRITING NOSE WRINKLES"
"1DA34","◌𝨴","SIGNWRITING NOSE WIGGLES"
"1DA35","◌𝨵","SIGNWRITING AIR BLOWING OUT"
"1DA36","◌𝨶","SIGNWRITING AIR SUCKING IN"
"1DA3B","◌𝨻","SIGNWRITING MOUTH CLOSED NEUTRAL"
"1DA3C","◌𝨼","SIGNWRITING MOUTH CLOSED FORWARD"
"1DA3D","◌𝨽","SIGNWRITING MOUTH CLOSED CONTACT"
"1DA3E","◌𝨾","SIGNWRITING MOUTH SMILE"
"1DA3F","◌𝨿","SIGNWRITING MOUTH SMILE WRINKLED"
"1DA40","◌𝩀","SIGNWRITING MOUTH SMILE OPEN"
"1DA41","◌𝩁","SIGNWRITING MOUTH FROWN"
"1DA42","◌𝩂","SIGNWRITING MOUTH FROWN WRINKLED"
"1DA43","◌𝩃","SIGNWRITING MOUTH FROWN OPEN"
"1DA44","◌𝩄","SIGNWRITING MOUTH OPEN CIRCLE"
"1DA45","◌𝩅","SIGNWRITING MOUTH OPEN FORWARD"
"1DA46","◌𝩆","SIGNWRITING MOUTH OPEN WRINKLED"
"1DA47","◌𝩇","SIGNWRITING MOUTH OPEN OVAL"
"1DA48","◌𝩈","SIGNWRITING MOUTH OPEN OVAL WRINKLED"
"1DA49","◌𝩉","SIGNWRITING MOUTH OPEN OVAL YAWN"
"1DA4A","◌𝩊","SIGNWRITING MOUTH OPEN RECTANGLE"
"1DA4B","◌𝩋","SIGNWRITING MOUTH OPEN RECTANGLE WRINKLED"
"1DA4C","◌𝩌","SIGNWRITING MOUTH OPEN RECTANGLE YAWN"
"1DA4D","◌𝩍","SIGNWRITING MOUTH KISS"
"1DA4E","◌𝩎","SIGNWRITING MOUTH KISS FORWARD"
"1DA4F","◌𝩏","SIGNWRITING MOUTH KISS WRINKLED"
"1DA50","◌𝩐","SIGNWRITING MOUTH TENSE"
"1DA51","◌𝩑","SIGNWRITING MOUTH TENSE FORWARD"
"1DA52","◌𝩒","SIGNWRITING MOUTH TENSE SUCKED"
"1DA53","◌𝩓","SIGNWRITING LIPS PRESSED TOGETHER"
"1DA54","◌𝩔","SIGNWRITING LIP LOWER OVER UPPER"
"1DA55","◌𝩕","SIGNWRITING LIP UPPER OVER LOWER"
"1DA56","◌𝩖","SIGNWRITING MOUTH CORNERS"
"1DA57","◌𝩗","SIGNWRITING MOUTH WRINKLES SINGLE"
"1DA58","◌𝩘","SIGNWRITING MOUTH WRINKLES DOUBLE"
"1DA59","◌𝩙","SIGNWRITING TONGUE STICKING OUT FAR"
"1DA5A","◌𝩚","SIGNWRITING TONGUE LICKING LIPS"
"1DA5B","◌𝩛","SIGNWRITING TONGUE TIP BETWEEN LIPS"
"1DA5C","◌𝩜","SIGNWRITING TONGUE TIP TOUCHING INSIDE MOUTH"
"1DA5D","◌𝩝","SIGNWRITING TONGUE INSIDE MOUTH RELAXED"
"1DA5E","◌𝩞","SIGNWRITING TONGUE MOVES AGAINST CHEEK"
"1DA5F","◌𝩟","SIGNWRITING TONGUE CENTRE STICKING OUT"
"1DA60","◌𝩠","SIGNWRITING TONGUE CENTRE INSIDE MOUTH"
"1DA61","◌𝩡","SIGNWRITING TEETH"
"1DA62","◌𝩢","SIGNWRITING TEETH MOVEMENT"
"1DA63","◌𝩣","SIGNWRITING TEETH ON TONGUE"
"1DA64","◌𝩤","SIGNWRITING TEETH ON TONGUE MOVEMENT"
"1DA65","◌𝩥","SIGNWRITING TEETH ON LIPS"
"1DA66","◌𝩦","SIGNWRITING TEETH ON LIPS MOVEMENT"
"1DA67","◌𝩧","SIGNWRITING TEETH BITE LIPS"
"1DA68","◌𝩨","SIGNWRITING MOVEMENT-WALLPLANE JAW"
"1DA69","◌𝩩","SIGNWRITING MOVEMENT-FLOORPLANE JAW"
